"Donor","Donor_Name","HOMO/D","LUMO/D","Acceptor","Acceptor_Name","HOMO/A","LUMO/A","Voc","Jsc","FF","PCE","reference"
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(C)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC2CCCCC2)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","Y6-sch","-5.68","-4","0.842","22.76","0.7408","14.19","S. Park, C. E. Song, D. H. Ryu, D. Oh, J. Kim, I.-N. Kang, Efficient ternary organic solar cells with BT-rhodanine-based nonfullerene acceptors in a PM6:Y6-BO blend. Polymer. 257, 125267 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCC1=C(/C=C2\SC(=S)N(CCCCCCCC)C2=O)SC2=C1SC(C1=CC=C(C3=CC4=C(S3)C(CCCCCCCC)=C(/C=C3\SC(=S)N(CCCCCCCC)C3=O)S4)C3=NSN=C13)=C2","BT-rho","-5.53","-3.78","1.1","3.4","0.395","1.48","R. Hao, Y. Liu, X. Deng, X. Chen, J. Li, Y. Qi, S. Tan, Non-fullerene acceptors with alkoxy side chains and different halogenated end groups for efficient organic solar cells. Dyes and Pigments. 205, 110525 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCC1=C(/C=C2\SC(=C(C#N)C#N)N(CCCCCCCC)C2=O)SC2=C1SC(C1=CC=C(C3=CC4=C(S3)C(CCCCCCCC)=C(/C=C3\SC(=C(C#N)C#N)N(CCCCCCCC)C3=O)S4)C3=NSN=C13)=C2","BT-rhoCN","-5.63","-3.9","1.04","1.1","0.2911","0.33","R. Hao, Y. Liu, X. Deng, X. Chen, J. Li, Y. Qi, S. Tan, Non-fullerene acceptors with alkoxy side chains and different halogenated end groups for efficient organic solar cells. Dyes and Pigments. 205, 110525 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCC(CC)COC1=CC=C(C2(C3=CC=C(OCC(CC)CCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=C(Cl)C(Cl)=C5)C4=C(C#N)C#N)=C3)C3=C(C)C=C4C5=C(SC4=C32)C2=C(S5)C3=C(C(C)=C2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(C2=CC=C(OCC(CC)CCCC)C=C2)C2=CC=C(OCC(CC)CCCC)C=C2)C=C1","BTMe-OEH-2Cl","-5.7","-4.03","0.98","19.16","0.7223","13.23","S. Ye, S. Chen, X. Zheng, S. Li, Y. Pan, Y. Chen, J. Fang, C. Ma, D. Wang, Q. Zhang, M. Shi, H. Chen, Selection of side groups on simple non-fullerene acceptors for the application in organic solar cells: From flexible to rigid. Journal of Polymer Science. 60, 2343–2351 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCC(CC)COC1=CC=C(C2(C3=CC=C(OCC(CC)CCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C(C)C=C4C5=C(SC4=C32)C2=C(S5)C3=C(C(C)=C2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(C2=CC=C(OCC(CC)CCCC)C=C2)C2=CC=C(OCC(CC)CCCC)C=C2)C=C1","BTMe-OEH-2F","-5.67","-3.99","1.01","18.51","0.632","11.64","S. Ye, S. Chen, X. Zheng, S. Li, Y. Pan, Y. Chen, J. Fang, C. Ma, D. Wang, Q. Zhang, M. Shi, H. Chen, Selection of side groups on simple non-fullerene acceptors for the application in organic solar cells: From flexible to rigid. Journal of Polymer Science. 60, 2343–2351 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC(C2=C(OC3=CC=C(C(C)(C)C)C=C3)C(OC3=CC=C(C(C)(C)C)C=C3)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NN(CC(CC)CCCC)N=C32)=C1","PhNTC-4Cl","-5.62","-3.96","0.853","20.15","0.6446","11.09","C. Sun, S. Lee, C. Choi, S. Jeong, J. Oh, J.-H. Kim, J. Kim, H. E. Baek, H. Kang, S.-Y. Jang, H. H. Choi, K. Lee, Y.-H. Kim, New Non-Fullerene Acceptor with Extended Conjugation of Cyclopenta [2,1-b:3,4-b’] Dithiophene for Organic Solar Cells. Molecules. 27, 7615 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC(C2=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NN(CC(CC)CCCC)N=C32)=C1","NTC-4Cl","-5.63","-3.92","0.874","19.9","0.6221","10.82","C. Sun, S. Lee, C. Choi, S. Jeong, J. Oh, J.-H. Kim, J. Kim, H. E. Baek, H. Kang, S.-Y. Jang, H. H. Choi, K. Lee, Y.-H. Kim, New Non-Fullerene Acceptor with Extended Conjugation of Cyclopenta [2,1-b:3,4-b’] Dithiophene for Organic Solar Cells. Molecules. 27, 7615 (2022)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCC(CC)COC1=CC=CC(C2(C3=CC(OCC(CC)CCCC)=CC=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S3)C2(C)C)C(C2=CC(OCC(CC)CCC)=CC=C2)(C2=CC(OCC(CC)CCCC)=CC=C2)C2=C4SC3=C2C(C)(C)C2=C3SC(/C=C3\C(=O)C4=CC(C)=C(F)C=C4C3=C(C#N)C#N)=C2)=C1","m-Me-ITIC-F","-5.63","-4.29","0.78","22.8","0.67","11.8","H. Qin, S. Xia, D. Sun, Z. Wu, Y. Wang, Y. Ran, G. Lu, H. Y. Woo, B. Zhao, C. Gao, Y. Li, Optimal bulk morphology via side-chain engineering on non-fullerene acceptor for efficient organic solar cells. J. Mater. Chem. C. 10, 16397–16406 (2022)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCC(CC)COC1=CC=CC(C2(C3=CC(OCC(CC)CCCC)=CC=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=CC(Cl)=C(Cl)C=C6C5=C(C#N)C#N)S3)C2(C)C)C(C2=CC(OCC(CC)CCC)=CC=C2)(C2=CC(OCC(CC)CCCC)=CC=C2)C2=C4SC3=C2C(C)(C)C2=C3SC(/C=C3\C(=O)C4=CC(Cl)=C(Cl)C=C4C3=C(C#N)C#N)=C2)=C1","m-Me-ITIC-Cl","-5.66","-4.35","0.75","21.5","0.67","10.8","H. Qin, S. Xia, D. Sun, Z. Wu, Y. Wang, Y. Ran, G. Lu, H. Y. Woo, B. Zhao, C. Gao, Y. Li, Optimal bulk morphology via side-chain engineering on non-fullerene acceptor for efficient organic solar cells. J. Mater. Chem. C. 10, 16397–16406 (2022)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCC(CC)COC1=CC=CC(C2(C3=CC(OCC(CC)CCCC)=CC=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S3)C2(C)C)C(C2=CC(OCC(CC)CCC)=CC=C2)(C2=CC(OCC(CC)CCCC)=CC=C2)C2=C4SC3=C2C(C)(C)C2=C3SC(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)=C2)=C1","m-Me-ITIC","-5.6","-4.2","0.9","12","0.54","5.9","H. Qin, S. Xia, D. Sun, Z. Wu, Y. Wang, Y. Ran, G. Lu, H. Y. Woo, B. Zhao, C. Gao, Y. Li, Optimal bulk morphology via side-chain engineering on non-fullerene acceptor for efficient organic solar cells. J. Mater. Chem. C. 10, 16397–16406 (2022)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCC(CC)COC1=CC=CC(C2(C3=CC(OCC(CC)CCCC)=CC=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S3)C2(C)C)C(C2=CC(OCC(CC)CCC)=CC=C2)(C2=CC(OCC(CC)CCCC)=CC=C2)C2=C4SC3=C2C(C)(C)C2=C3SC(/C=C3\C(=O)C4=CC(C)=CC=C4C3=C(C#N)C#N)=C2)=C1","m-Me-ITIC-Me","-5.58","-4.19","0.92","8.1","0.49","3.6","H. Qin, S. Xia, D. Sun, Z. Wu, Y. Wang, Y. Ran, G. Lu, H. Y. Woo, B. Zhao, C. Gao, Y. Li, Optimal bulk morphology via side-chain engineering on non-fullerene acceptor for efficient organic solar cells. J. Mater. Chem. C. 10, 16397–16406 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Br)C=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCCCC)CCCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCCCC)CCCCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Br)C=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","Y-2Br-HD","-5.76","-3.92","0.9","23.96","0.7","15.32","T. Wang, R. An, M. Cao, H. Shu, X. Wu, H. Tong, L. Wang, Nonfullerene acceptors with cyano-modified terminal groups for organic solar cells: Effect of substitution position on photovoltaic properties. Dyes and Pigments. 206, 110661 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCCC(CCCCCCCCCC)CN1C2=C(SC3=C2SC(/C=C2\C(=O)C4=C(C=C(Br)C=C4)C2=C(C#N)C#N)=C3CCCCCCCCCCC)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C(CCCCCCCCCCC)=C(/C=C2\C(=O)C4=C(C=C(Br)C=C4)C2=C(C#N)C#N)S3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC","Y-2Br-DT","-5.79","-3.9","0.91","22.65","0.6921","14.26","T. Wang, R. An, M. Cao, H. Shu, X. Wu, H. Tong, L. Wang, Nonfullerene acceptors with cyano-modified terminal groups for organic solar cells: Effect of substitution position on photovoltaic properties. Dyes and Pigments. 206, 110661 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Br)C=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCCCCCC)CCCCCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCCCCCC)CCCCCCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Br)C=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","Y-2Br-OD","-5.76","-3.91","0.92","22.35","0.688","14.19","T. Wang, R. An, M. Cao, H. Shu, X. Wu, H. Tong, L. Wang, Nonfullerene acceptors with cyano-modified terminal groups for organic solar cells: Effect of substitution position on photovoltaic properties. Dyes and Pigments. 206, 110661 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC(C#N)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=CC(C#N)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","BTP-CN1","-5.74","-4.06","0.78","22.45","0.6328","11.08","K. Wang, Q. Guo, Z. Nie, H. Wang, J. Gao, J. Zhang, L. Yu, X. Guo, M. Zhang, Asymmetric Non-Fullerene Small Molecule Acceptor with Unidirectional Non-Fused π-Bridge and Extended Terminal Group for High-Efficiency Organic Solar Cells. International Journal of Molecular Sciences. 23, 10079 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC=C3C#N)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=CC=C3C#N)C2=C(C#N)C#N)=C1CCCCCCCCCCC","BTP-CN2","-5.72","-4.03","0.88","21.63","0.652","12.41","K. Wang, Q. Guo, Z. Nie, H. Wang, J. Gao, J. Zhang, L. Yu, X. Guo, M. Zhang, Asymmetric Non-Fullerene Small Molecule Acceptor with Unidirectional Non-Fused π-Bridge and Extended Terminal Group for High-Efficiency Organic Solar Cells. International Journal of Molecular Sciences. 23, 10079 (2022)."
"CCCCC(CC)CC1=CC2=C(C=C(C3=C4C=C(C5=CC(C)=C(C)S5)SC4=C(C4=CC5=C(C=C(CC(CC)CCCC)S5)S4)C4=C3SC(C)=C4)S2)S1","PBDT-T","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(SCC(CC)CCCC)C=C(/C=C5\C(=O)C6=CC7=CC=CC=C7C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=C5C=CC=CC5=C4)C3=C(C#N)C#N)=C2)C=C1","IDT-TNIC","","","0.87","19.85","0.659","11.32","X. Ding, X. Chen, Y. Xu, Z. Ni, T. He, H. Qiu, C.-Z. Li, Q. Zhang, A selenophene-containing near-infrared unfused acceptor for efficient organic solar cells. Chemical Engineering Journal. 429, 132298 (2022)."
"CCCCC(CC)CC1=CC2=C(C=C(C3=C4C=C(C5=CC(C)=C(C)S5)SC4=C(C4=CC5=C(C=C(CC(CC)CCCC)S5)S4)C4=C3SC(C)=C4)S2)S1","PBDT-T","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C6C=CC=CC6=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=C5C=CC=CC5=C4)C3=C(C#N)C#N)=C2)C=C1","IDT-N","","","0.946","16.58","0.78","12.2","X. Ding, X. Chen, Y. Xu, Z. Ni, T. He, H. Qiu, C.-Z. Li, Q. Zhang, A selenophene-containing near-infrared unfused acceptor for efficient organic solar cells. Chemical Engineering Journal. 429, 132298 (2022)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCC(CC)CC1=C(C2=C(CC(CC)CCCC)C=C(C3=CC=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)[Se]3)S2)SC(C2=CC=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)[Se]2)=C1","2T2Se-F","-5.52","-3.83","0.901","11.79","0.405","4.32","T. J. Aldrich, M. Matta, W. Zhu, S. M. Swick, C. L. Stern, G. C. Schatz, A. Facchetti, F. S. Melkonyan, T. J. Marks, Fluorination Effects on Indacenodithienothiophene Acceptor Packing and Electronic Structure, End-Group Redistribution, and Solar Cell Photovoltaic Response. J. Am. Chem. Soc. 141, 3274–3287 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C2=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=C(C)S5)S4)S2)=C3)S1","PBDB-TF","-5.54","-3.65","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4F)C2=C(C#N)C#N)=C3)C=C1","ITIC-3F","","","0.9","17.8","0.66","10.55","H. Zhang, H. Yao, J. Hou, J. Zhu, J. Zhang, W. Li, R. Yu, B. Gao, S. Zhang, J. Hou, Over 14% Efficiency in Organic Solar Cells Enabled by Chlorinated Nonfullerene Small-Molecule Acceptors. Advanced Materials. 30, 1800613 (2018)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C2=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=C(C)S5)S4)S2)=C3)S1","PBDB-TF","-5.54","-3.65","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC-4F","","","0.93","17.6","0.677","9.91","H. Zhang, H. Yao, J. Hou, J. Zhu, J. Zhang, W. Li, R. Yu, B. Gao, S. Zhang, J. Hou, Over 14% Efficiency in Organic Solar Cells Enabled by Chlorinated Nonfullerene Small-Molecule Acceptors. Advanced Materials. 30, 1800613 (2018)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C2=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=C(C)S5)S4)S2)=C3)S1","PBDB-TF","-5.54","-3.65","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC-2F","-5.55","-4.15","0.91","16.7","0.656","10.03","H. Zhang, H. Yao, J. Hou, J. Zhu, J. Zhang, W. Li, R. Yu, B. Gao, S. Zhang, J. Hou, Over 14% Efficiency in Organic Solar Cells Enabled by Chlorinated Nonfullerene Small-Molecule Acceptors. Advanced Materials. 30, 1800613 (2018)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(C)CC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PBDB-T-2F","-5.45","-3.55","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-2Cl","-5.68","-3.99","0.922","19.08","0.748","13.16","S. Dai, Y. Xiao, P. Xue, J. James Rech, K. Liu, Z. Li, X. Lu, W. You, X. Zhan, Effect of Core Size on Performance of Fused-Ring Electron Acceptors. Chem. Mater. 30, 5390–5396 (2018)."
"CCCCCCC(CCCC)CCC1=C2C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C5=NN(CC(CCCC)CCCCCC)N=C54)S3)SC2=C(CCC(CCCC)CCCCCC)C2=C1SC(C)=C2","FTAZ","-5.38","-3.17","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","F7IC","-5.74","-4.01","0.741","18.3","0.575","7.8","X. Shi, X. Liao, K. Gao, L. Zuo, J. Chen, J. Zhao, F. Liu, Y. Chen, A. K.-Y. Jen, An Electron Acceptor with Broad Visible–NIR Absorption and Unique Solid State Packing for As-Cast High Performance Binary Organic Solar Cells. Advanced Functional Materials. 28, 1802324 (2018)."
"CCCCCCC(CCCC)CCC1=C2C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C5=NN(CC(CCCC)CCCCCC)N=C54)S3)SC2=C(CCC(CCCC)CCCCCC)C2=C1SC(C)=C2","FTAZ","-5.38","-3.17","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C(F)C(F)=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(CC3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1","F5IC","-5.82","-4.05","0.703","14.49","0.52","5.3","X. Shi, X. Liao, K. Gao, L. Zuo, J. Chen, J. Zhao, F. Liu, Y. Chen, A. K.-Y. Jen, An Electron Acceptor with Broad Visible–NIR Absorption and Unique Solid State Packing for As-Cast High Performance Binary Organic Solar Cells. Advanced Functional Materials. 28, 1802324 (2018)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1","4TIC-4F","-5.6","-4.21","0.652","21.5","0.57","7.99","H. Yao, Y. Cui, R. Yu, B. Gao, H. Zhang, J. Hou, Design, Synthesis, and Photovoltaic Characterization of a Small Molecular Acceptor with an Ultra-Narrow Band Gap. Angewandte Chemie International Edition. 56, 3045–3049 (2017)."
